id,recommender_ids,recommender_list,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,pagerank,community,score
166,[296],[296],0.0,0.3333333333333333,0.001450061915415043,0.4924467352865351,0.0002632707307669,0.4444444444444444,0.25433491499594557
167,"[890, 578, 383]","[890, 578, 383]",0.15384615384615385,0.0,0.0,0.6580437905578748,0.000524076255688,0.4444444444444444,0.2512668777696946
168,"[785, 398, 831, 813, 154]","[785, 398, 831, 813, 154]",0.30769230769230765,0.8888888888888888,0.15609508106943673,0.6335882556333908,0.0019994747636569,0.0,0.39725290665680485
169,"[355, 837, 916]","[355, 837, 916]",0.15384615384615385,0.1111111111111111,0.00062106205196267,0.6905945582647187,0.0012794927699672,0.6666666666666666,0.3245679103881226
170,"[604, 931, 178, 556]","[604, 931, 178, 556]",0.23076923076923073,0.1111111111111111,0.01179618692076834,0.6830131478302041,0.0009178730745264,0.5555555555555556,0.318449046437374
171,[316],[316],0.0,0.2222222222222222,0.0004647791177152698,0.5588811310467043,0.0003226259083769,0.4444444444444444,0.24520251536621726
172,[394],[394],0.0,0.3333333333333333,0.10474540021815587,0.6765747742971879,0.0003676536915221,0.1111111111111111,0.24515292379195763
173,"[867, 147, 822]","[867, 147, 822]",0.15384615384615385,0.4444444444444444,0.059433053566698264,0.5950583225655587,0.0010020464114749,0.4444444444444444,0.33944528377345995
174,"[577, 998, 198, 24, 389, 513, 98, 445, 300, 753]","[577, 998, 198, 24, 389, 513, 98, 445, 300, 753]",0.6923076923076923,0.2222222222222222,0.1683766861966232,0.7322948359179154,0.0026167853719744,0.8888888888888888,0.5408180651066684
175,"[405, 138, 1, 9]","[405, 138, 1, 9]",0.23076923076923073,0.3333333333333333,0.02974573024212722,0.6107398514579911,0.00157811910326,0.2222222222222222,0.285362073604981
176,"[830, 719, 971, 293]","[830, 719, 971, 293]",0.23076923076923073,0.2222222222222222,0.06028056739667253,0.6948789557485456,0.0011827454949912,0.5555555555555556,0.35274130633844536
177,"[19, 859]","[19, 859]",0.07692307692307691,0.3333333333333333,0.014517935791456348,0.49813793767968945,0.0006965977827595,0.2222222222222222,0.22902690118995564
178,"[925, 873]","[925, 873]",0.07692307692307691,0.5555555555555556,0.03642995901505522,0.6705767751285671,0.0007336452687071,0.5555555555555556,0.37900818443556206
179,"[356, 354]","[356, 354]",0.07692307692307691,0.3333333333333333,0.024831901405277683,0.6840144581087924,0.0008138327828581,0.6666666666666666,0.3571538872874294
180,"[21, 305]","[21, 305]",0.07692307692307691,0.1111111111111111,0.0018541150776102378,0.5722997268457413,0.0003497190020069,0.1111111111111111,0.1746598282137301
181,"[52, 726, 205, 137, 802, 887]","[52, 726, 205, 137, 802, 887]",0.38461538461538464,0.0,0.0,0.8877390365994262,0.0018624270782312,0.3333333333333333,0.3211375509096288
182,"[756, 728, 114, 306]","[756, 728, 114, 306]",0.23076923076923073,0.3333333333333333,0.018158522706592354,0.7021965725139903,0.0009892367660296,1.0,0.4568915318646294
183,"[875, 988, 114]","[875, 988, 114]",0.15384615384615385,0.4444444444444444,0.19270911768308066,0.7590593105576391,0.0009380508160867,1.0,0.5100118053062637
184,"[77, 134, 230]","[77, 134, 230]",0.15384615384615385,0.4444444444444444,0.0810778825884172,0.7343092005698402,0.0010276191110692,0.5555555555555556,0.39384664740088227
185,"[72, 607]","[72, 607]",0.07692307692307691,0.3333333333333333,0.004179094719265229,0.5831852093680344,0.0004142408619091,0.4444444444444444,0.2884130317576309
186,"[431, 632, 458]","[431, 632, 458]",0.15384615384615385,0.4444444444444444,0.4171747268853758,0.773822161915878,0.0005580033729545,0.1111111111111111,0.3800797196405926
187,"[202, 372, 764]","[202, 372, 764]",0.15384615384615385,0.2222222222222222,0.012709217699946493,0.5115598354204589,0.0007408938686778,0.2222222222222222,0.22451193028220073
189,"[530, 333]","[530, 333]",0.07692307692307691,0.5555555555555556,0.17583749475227825,0.5692049565404711,0.0011330944254569,0.8888888888888888,0.4532819945320542
190,"[557, 532, 666, 343, 602, 691, 93, 526]","[557, 532, 666, 343, 602, 691, 93, 526]",0.5384615384615384,0.0,0.0,0.6728878211590569,0.0012932892452723,0.1111111111111111,0.2644920941463413
191,"[511, 963, 445, 143]","[511, 963, 445, 143]",0.23076923076923073,0.3333333333333333,0.11811911463226395,0.6773115188184979,0.0010032145502504,0.8888888888888888,0.449684417288443
192,[325],[325],0.0,0.5555555555555556,0.023418411882591902,0.5280585447942899,0.0003479796519743,0.5555555555555556,0.33251761355759857
193,"[58, 947, 394]","[58, 947, 394]",0.15384615384615385,0.8888888888888888,0.1191154302489676,0.7119228609116705,0.0010321923978619,0.1111111111111111,0.3969768890013584
194,"[889, 3, 804, 796, 428]","[889, 3, 804, 796, 428]",0.30769230769230765,0.3333333333333333,0.04333667381525527,0.8732030192345128,0.0017098857693843,0.3333333333333333,0.37817973348174844
195,"[425, 742, 468, 117]","[425, 742, 468, 117]",0.23076923076923073,0.1111111111111111,0.00883727402605287,0.6974749738611086,0.0013910095404903,1.0,0.4096385179535007
197,"[247, 105, 605, 922, 25, 827]","[247, 105, 605, 922, 25, 827]",0.38461538461538464,0.1111111111111111,0.046179663684343855,0.6250865666331075,0.001334364683025,0.7777777777777777,0.388954100764345
198,"[697, 510]","[697, 510]",0.07692307692307691,0.4444444444444444,0.04643570259920921,0.6199555523976044,0.0006792153189689,0.8888888888888888,0.4153295330506447
199,[761],[761],0.0,0.3333333333333333,0.053673803548253636,0.6577295677708518,0.0006826735096585,1.0,0.4089473409304878
200,"[992, 960]","[992, 960]",0.07692307692307691,0.2222222222222222,0.0322007843031582,0.5510919295886174,0.0008015134668775,0.0,0.17648760260741497
201,"[68, 896]","[68, 896]",0.07692307692307691,0.6666666666666666,0.5525616806514425,0.6828465451270532,0.0008300509963042,0.0,0.3957995938736478
202,"[559, 610]","[559, 610]",0.07692307692307691,0.4444444444444444,0.014551991779268253,0.5542698567517461,0.0007259509498446,0.2222222222222222,0.26248231842415154
203,"[993, 510, 783]","[993, 510, 783]",0.15384615384615385,0.2222222222222222,0.009839944894330254,0.5978615866610021,0.0009265851454101,0.8888888888888888,0.3745317593025194
204,"[619, 772, 302, 985]","[619, 772, 302, 985]",0.23076923076923073,0.5555555555555556,0.06141100995877888,0.6586587213681819,0.0012176986946197,0.1111111111111111,0.3235011257525716
205,"[47, 629, 426]","[47, 629, 426]",0.15384615384615385,0.3333333333333333,0.013358783795486677,0.798937823484428,0.000811797350813,0.3333333333333333,0.32656188555854704
206,"[162, 754, 467, 620]","[162, 754, 467, 620]",0.23076923076923073,0.3333333333333333,0.021249075240968737,0.6530462354367378,0.0014370997839936,1.0,0.4476795749560541
207,"[124, 84, 746]","[124, 84, 746]",0.15384615384615385,0.3333333333333333,0.010549243802941914,0.5780507987322185,0.0009818714423592,0.4444444444444444,0.3040447948318184
208,"[344, 659, 125]","[344, 659, 125]",0.15384615384615385,0.3333333333333333,0.2439677309071213,0.7479245224117128,0.0007644716761462,0.6666666666666666,0.42914768143299753
209,"[626, 188, 952, 153]","[626, 188, 952, 153]",0.23076923076923073,0.4444444444444444,0.03395333096671996,0.5714790101602086,0.000887490644187,0.8888888888888888,0.43390698104589853
210,[770],[770],0.0,0.3333333333333333,0.00855411500513781,0.5238360899364154,0.0003966875870857,0.7777777777777777,0.3287002632105328
212,"[959, 10, 123]","[959, 10, 123]",0.15384615384615385,0.7777777777777778,0.05685983725311324,0.5560942145402873,0.0010597757436811,0.2222222222222222,0.3533600411279109
213,"[254, 414, 598]","[254, 414, 598]",0.15384615384615385,0.3333333333333333,0.11471820208687167,0.6739680499808267,0.0007337806407436,0.4444444444444444,0.34406203673832597
214,"[505, 403, 606, 381, 30]","[505, 403, 606, 381, 30]",0.30769230769230765,0.4444444444444444,0.26415222405980726,0.8696903890581815,0.0019254043755418,0.3333333333333333,0.4438625397176149
215,"[735, 388, 183, 898, 880]","[735, 388, 183, 898, 880]",0.30769230769230765,0.3333333333333333,0.685843229241368,0.6905945582647187,0.002409551810802,1.0,0.6034926857063455
216,"[975, 890, 679]","[975, 890, 679]",0.15384615384615385,0.3333333333333333,0.049143692909430346,0.6431345586471171,0.000713641396041,0.6666666666666666,0.36922488108054025
217,"[909, 820, 214, 282, 407]","[909, 820, 214, 282, 407]",0.30769230769230765,0.2222222222222222,0.024869801124648636,0.8165997269058907,0.0027932676844656,0.3333333333333333,0.3409434782556805
218,"[910, 321, 768, 538, 432]","[910, 321, 768, 538, 432]",0.30769230769230765,0.4444444444444444,0.03811109392975682,0.6408498737914478,0.0014158206252582,0.4444444444444444,0.37510843286048023
219,"[193, 309]","[193, 309]",0.07692307692307691,0.3333333333333333,0.017510443435624922,0.6396769595907305,0.0003798071649647,0.1111111111111111,0.23571098487877534
220,"[162, 754, 898]","[162, 754, 898]",0.15384615384615385,0.2222222222222222,0.02671184783608867,0.6442458524443478,0.0011190588526635,1.0,0.4094052152697625
221,[373],[373],0.0,0.1111111111111111,0.0015576183026154802,0.0,0.0002183895871806,0.7777777777777777,0.17808930143830087
222,"[105, 734, 40, 330, 25, 967]","[105, 734, 40, 330, 25, 967]",0.38461538461538464,0.1111111111111111,0.038541611417830565,0.6069575536720986,0.0016298126684831,0.7777777777777777,0.3838006877188405
223,"[674, 593]","[674, 593]",0.07692307692307691,0.3333333333333333,0.008754439233713777,0.6130182553664434,0.0005839964753439,0.6666666666666666,0.3397391543046468
224,"[216, 115, 679]","[216, 115, 679]",0.15384615384615385,0.0,0.0,0.7475175622080199,0.0010209459859855,0.6666666666666666,0.31360607654416806
225,"[740, 654, 576, 229, 458, 235]","[740, 654, 576, 229, 458, 235]",0.38461538461538464,0.0,0.0,0.7168952875091202,0.0011981809816467,0.1111111111111111,0.2425243566471232
226,[882],[882],0.0,0.2222222222222222,0.0037882977870455133,0.5404046040005963,0.0002756027665224,0.8888888888888888,0.33106080257975057
227,"[434, 467, 425, 520, 114]","[434, 467, 425, 520, 114]",0.30769230769230765,0.2222222222222222,0.015052810618503545,0.7406143685995181,0.0011766262054747,1.0,0.4571163418265103
228,"[771, 301]","[771, 301]",0.07692307692307691,0.5555555555555556,0.029219080453798264,0.7124660132162073,0.0006068755357606,0.3333333333333333,0.3414994118963942
229,"[514, 824, 235]","[514, 824, 235]",0.15384615384615385,0.5555555555555556,0.02184559070591112,0.6444685677435259,0.0005989714548125,0.1111111111111111,0.2973653957924515
230,"[49, 971, 829]","[49, 971, 829]",0.15384615384615385,0.7777777777777778,0.13862938729774707,0.6799439791998144,0.002204508309873,0.5555555555555556,0.4611505707354098
232,"[830, 649, 158]","[830, 649, 158]",0.15384615384615385,0.2222222222222222,0.046526765939894146,0.6482030685136286,0.0012314118507472,0.5555555555555556,0.3252707532154909
233,"[499, 706, 712, 372]","[499, 706, 712, 372]",0.23076923076923073,0.3333333333333333,0.021473992714586755,0.6093409576712955,0.0009903992281233,0.2222222222222222,0.2834279473421337
234,"[449, 380, 392, 569]","[449, 380, 392, 569]",0.23076923076923073,0.1111111111111111,0.004366304066764707,0.6180357680218803,0.0013251891513282,0.0,0.19285648279379736
235,"[654, 242, 891, 691]","[654, 242, 891, 691]",0.23076923076923073,0.3333333333333333,0.03802282745995257,0.6483533402631333,0.000872002107097,0.1111111111111111,0.27231796858735224
236,"[425, 742, 979, 584]","[425, 742, 979, 584]",0.23076923076923073,0.2222222222222222,0.05559059606441762,0.661696510527733,0.0009081323247795,1.0,0.4340557119167207
237,"[598, 72]","[598, 72]",0.07692307692307691,0.2222222222222222,0.015502498912100454,0.6183093019997449,0.0005006976952892,0.4444444444444444,0.2754803089003178
238,"[619, 532, 458, 891]","[619, 532, 458, 891]",0.23076923076923073,0.3333333333333333,0.04768965698965841,0.6935022283126333,0.000733367890176,0.1111111111111111,0.2832811121031934
239,"[688, 914, 683]","[688, 914, 683]",0.15384615384615385,0.2222222222222222,0.05396840814894031,0.7595732541830837,0.0021418820312853,0.6666666666666666,0.37125534101341334
240,"[489, 602, 891, 309]","[489, 602, 891, 309]",0.23076923076923073,0.4444444444444444,0.048020152154253905,0.6613836656397893,0.0007704497120406,0.1111111111111111,0.2991457208237659
241,"[151, 163, 538, 484]","[151, 163, 538, 484]",0.23076923076923073,0.4444444444444444,0.021115564894309456,0.5881626669320532,0.0006998403212436,0.4444444444444444,0.34578727029689643
242,"[422, 20, 933, 446, 7]","[422, 20, 933, 446, 7]",0.30769230769230765,0.4444444444444444,0.0711567687477464,0.6975618388957067,0.0014086970000796,0.1111111111111111,0.3263932941782633
243,"[234, 810, 253, 644, 453, 464]","[234, 810, 253, 644, 453, 464]",0.38461538461538464,0.1111111111111111,0.017181018823385436,0.6204373446409236,0.0030647682943348,0.0,0.22666897183816098
244,"[716, 750, 880]","[716, 750, 880]",0.15384615384615385,0.3333333333333333,0.11939157191476601,0.7525412333508814,0.0011778252577576,1.0,0.4718224584890269
245,"[706, 527, 472]","[706, 527, 472]",0.15384615384615385,0.2222222222222222,0.006947109237479985,0.5568717769058736,0.0008057333574673,0.2222222222222222,0.23242189688679038
246,"[636, 583, 591, 28]","[636, 583, 591, 28]",0.23076923076923073,0.5555555555555556,0.164051301680656,0.6688138520961491,0.0015816411499455,0.4444444444444444,0.41272687690920706
247,[699],[699],0.0,0.6666666666666666,0.0035454319324491478,0.0,0.0002131006593492,0.7777777777777777,0.28959797527537867
248,"[34, 728, 584]","[34, 728, 584]",0.15384615384615385,0.3333333333333333,0.041101864470141275,0.6809363863084975,0.0006144562268968,1.0,0.4418435475916252
249,"[774, 498, 698, 827]","[774, 498, 698, 827]",0.23076923076923073,0.3333333333333333,0.23813892942174578,0.686783121188592,0.0011096075618844,0.7777777777777777,0.4533604784981359
250,"[513, 72, 287]","[513, 72, 287]",0.15384615384615385,0.1111111111111111,0.0015903847678138674,0.5880387548521395,0.0006972087860416,0.4444444444444444,0.2598061698043326
251,"[148, 658]","[148, 658]",0.07692307692307691,0.2222222222222222,0.024774133089548997,0.561922191234535,0.0006461679830456,0.7777777777777777,0.33272388024943217
252,[457],[457],0.0,0.3333333333333333,0.11975827159309314,0.54892116738029,0.0007060383812128,0.7777777777777777,0.3559581100168988
253,"[95, 831, 863, 616]","[95, 831, 863, 616]",0.23076923076923073,0.2222222222222222,0.011283316512196509,0.597541718425553,0.0019197085574605,0.0,0.2123632975858405
254,"[867, 777]","[867, 777]",0.07692307692307691,0.6666666666666666,0.04278647324994703,0.5927210890798711,0.0005925402882245,0.4444444444444444,0.36470835007280117
255,"[267, 322]","[267, 322]",0.07692307692307691,0.4444444444444444,0.17827171024777103,0.8557856918278197,0.0020480052948818,0.3333333333333333,0.3777516513552891
256,[606],[606],0.0,0.4444444444444444,0.028860030392291017,0.7470278156046062,0.0005901817430649,0.3333333333333333,0.310733124754935
257,"[102, 517, 706, 651, 860]","[102, 517, 706, 651, 860]",0.30769230769230765,0.3333333333333333,0.01691869874828766,0.5579304856180384,0.0010967689101852,0.2222222222222222,0.2876194095228379
258,"[577, 626]","[577, 626]",0.07692307692307691,0.6666666666666666,0.049750651083806274,0.5817263747732987,0.0007689036224099,0.8888888888888888,0.45279113166714746
259,"[505, 820, 435]","[505, 820, 435]",0.15384615384615385,0.4444444444444444,0.049619188226451255,0.7644382769104755,0.0007348699596077,0.3333333333333333,0.3491362793521717
260,"[474, 478, 638]","[474, 478, 638]",0.15384615384615385,0.4444444444444444,0.09619245247163971,0.657111573257845,0.0005912557211554,0.5555555555555556,0.3814300359151277
261,"[44, 583, 316, 416, 72, 484]","[44, 583, 316, 416, 72, 484]",0.38461538461538464,0.0,0.0,0.5932258222278692,0.0013776063805697,0.4444444444444444,0.28445713025753966
262,"[495, 560]","[495, 560]",0.07692307692307691,0.1111111111111111,0.009577952210428179,0.6389460447954765,0.0005364132400383,1.0,0.36731163700801855
263,"[230, 540, 638]","[230, 540, 638]",0.15384615384615385,0.4444444444444444,0.3271955253817915,0.6941899155891517,0.0007393609563778,0.5555555555555556,0.4350463189634194
264,"[247, 401]","[247, 401]",0.07692307692307691,0.2222222222222222,0.015054200939407646,0.4849282886025225,0.0003541046800858,0.7777777777777777,0.3153811132930014
265,"[421, 400, 82, 584]","[421, 400, 82, 584]",0.23076923076923073,0.2222222222222222,0.05930972783778448,0.7492235407960878,0.0011096783763099,1.0,0.4523049443250651
266,"[660, 993, 292, 673, 258, 99]","[660, 993, 292, 673, 258, 99]",0.38461538461538464,0.2222222222222222,0.06739489043705453,0.6872889022571714,0.0019286821017013,0.8888888888888888,0.45008205768414433
267,[726],[726],0.0,0.3333333333333333,0.010956544587699126,0.6721067256305986,0.0005620264197705,0.3333333333333333,0.2699459873769928
268,[486],[486],0.0,0.3333333333333333,0.010301226961176147,0.47595522253805383,0.0003605356243918,0.0,0.16391795656651267
269,"[75, 283, 407, 858]","[75, 283, 407, 858]",0.23076923076923073,0.0,0.0,0.7333699632815274,0.0014878630583575,0.3333333333333333,0.2594945054768183
270,"[945, 240, 142]","[945, 240, 142]",0.15384615384615385,0.1111111111111111,0.003289848950915241,0.6146366973311329,0.0007365144901396,0.1111111111111111,0.19879898447008487
271,"[828, 634, 300]","[828, 634, 300]",0.15384615384615385,0.1111111111111111,0.06047830642027731,0.6388730442771765,0.000849513919438,0.8888888888888888,0.3706395009087215
272,"[654, 367, 59, 21, 90, 219]","[654, 367, 59, 21, 90, 219]",0.38461538461538464,0.4444444444444444,0.06609417481385617,0.6820978284763735,0.0013324559979676,0.1111111111111111,0.33767258869223393
273,"[218, 254, 147, 598, 173]","[218, 254, 147, 598, 173]",0.30769230769230765,0.2222222222222222,0.019890409015898163,0.6078160955816018,0.0011303355832994,0.4444444444444444,0.32041309579129484
274,"[624, 881, 687]","[624, 881, 687]",0.15384615384615385,0.3333333333333333,0.1399326223957347,0.7238780070906224,0.0014954802415582,0.6666666666666666,0.4035313566665022
275,"[216, 285, 759, 354]","[216, 285, 759, 354]",0.23076923076923073,0.3333333333333333,0.08597867768664404,0.7421829102035165,0.0011087130387381,0.6666666666666666,0.4117861637318782
276,"[882, 471]","[882, 471]",0.07692307692307691,0.3333333333333333,0.006633081355506157,0.541560106266906,0.0003672857432667,0.8888888888888888,0.36946769735354223
277,[192],[192],0.0,0.1111111111111111,0.0005081285243974895,0.48454774940253026,0.0002458492901924,0.5555555555555556,0.2303445089187189
279,"[735, 522, 227, 494]","[735, 522, 227, 494]",0.23076923076923073,0.1111111111111111,0.029746153491144,0.6870359194831731,0.002754804567402,1.0,0.4117324829709318
280,"[747, 178]","[747, 178]",0.07692307692307691,0.2222222222222222,0.022139736173450417,0.6751060390129807,0.0007360216816765,0.5555555555555556,0.31038932597745716
281,"[730, 248, 928, 677]","[730, 248, 928, 677]",0.23076923076923073,0.0,0.0,0.7331063367419595,0.0016489075453337,1.0,0.39277511350223804
282,"[997, 797, 103, 652, 407]","[997, 797, 103, 652, 407]",0.30769230769230765,0.2222222222222222,0.027783341294603643,0.8513773444430096,0.0038978380621958,0.3333333333333333,0.34848170979709525
283,"[342, 52, 217]","[342, 52, 217]",0.15384615384615385,0.2222222222222222,0.01797788901994939,0.7216410393799916,0.0015401075590072,0.3333333333333333,0.2898041275603301
284,"[163, 814, 672, 326, 746]","[163, 814, 672, 326, 746]",0.30769230769230765,0.2222222222222222,0.016459678921391597,0.6312988324058845,0.0014497006499217,0.4444444444444444,0.32442349713725005
285,"[870, 485, 476, 674, 469]","[870, 485, 476, 674, 469]",0.30769230769230765,0.4444444444444444,0.09013989098923701,0.7384683273416901,0.0009525069451131,0.6666666666666666,0.44948232742686917
286,"[976, 292, 324, 156]","[976, 292, 324, 156]",0.23076923076923073,0.1111111111111111,0.017942492657565604,0.6353883394414475,0.0012101213098765,0.8888888888888888,0.3768200125736487
287,"[84, 72, 822, 687, 237]","[84, 72, 822, 687, 237]",0.30769230769230765,0.4444444444444444,0.07114365661555701,0.6194745003157471,0.0012682874413935,0.4444444444444444,0.3774398707025001
288,"[722, 207]","[722, 207]",0.07692307692307691,0.5555555555555556,0.020778836886864573,0.5573170643645498,0.0008528622481014,0.4444444444444444,0.33100379563489823
289,"[807, 550]","[807, 550]",0.07692307692307691,0.7777777777777778,0.014291533921077557,0.5517464720675795,0.0004667329993244,0.2222222222222222,0.32859221658234683
290,"[118, 391, 515, 917]","[118, 391, 515, 917]",0.23076923076923073,0.2222222222222222,0.03546648303705065,0.6106063496432111,0.0009257902266788,0.4444444444444444,0.30870174602323186
291,"[108, 461, 153, 593]","[108, 461, 153, 593]",0.23076923076923073,0.3333333333333333,0.16127426509339693,0.7692600116330099,0.0010351978228336,0.6666666666666666,0.43226070149912754
292,"[828, 377, 667]","[828, 377, 667]",0.15384615384615385,0.5555555555555556,0.026013323126409856,0.556704975450638,0.0008126479873197,0.8888888888888888,0.4362017793735292
293,"[336, 938, 829, 16]","[336, 938, 829, 16]",0.23076923076923073,0.4444444444444444,0.047020635103690145,0.6601352108970626,0.0008306405188373,0.5555555555555556,0.3875850153539967
294,"[595, 737]","[595, 737]",0.07692307692307691,0.3333333333333333,0.009980376585024615,0.5515826923742162,0.0006101252065925,0.0,0.1943638958431302
295,"[168, 846, 35]","[168, 846, 35]",0.15384615384615385,0.4444444444444444,0.029272305362408373,0.6001101882463962,0.001030377697669,0.0,0.24553461837988055
296,[752],[752],0.0,0.6666666666666666,0.12482599590663586,0.5374852020872284,0.0005403159365498,0.4444444444444444,0.35468446182099506
297,"[824, 238]","[824, 238]",0.07692307692307691,0.0,0.0,0.6230703347966444,0.0004813902839298,0.1111111111111111,0.1622209045661665
298,"[634, 198, 143, 751]","[634, 198, 143, 751]",0.23076923076923073,0.1111111111111111,0.01919128282846484,0.6327277978224253,0.0009707675425278,0.8888888888888888,0.37653766228402413
299,"[710, 572, 965]","[710, 572, 965]",0.15384615384615385,0.2222222222222222,0.37393370984646856,0.8761973225810249,0.0009449894639605,0.3333333333333333,0.39190654836584055
300,"[132, 550, 714, 887]","[132, 550, 714, 887]",0.23076923076923073,0.2222222222222222,0.1238843515599207,0.7116515924750472,0.0008959509970323,0.8888888888888888,0.4354832571830619
301,"[66, 790, 255, 749]","[66, 790, 255, 749]",0.23076923076923073,0.8888888888888888,0.33133769998469975,0.8051249523171986,0.0016354524084012,0.3333333333333333,0.5178908210586702
302,"[270, 632, 772, 149, 204, 193]","[270, 632, 772, 149, 204, 193]",0.38461538461538464,0.3333333333333333,0.03562223656266404,0.6839309044904717,0.0015978910087084,0.1111111111111111,0.309722594022593
303,"[422, 142]","[422, 142]",0.07692307692307691,0.1111111111111111,0.012694513409393919,0.6609930213605394,0.000483522989406,0.1111111111111111,0.1945665667830465
304,"[770, 806, 461, 696, 469]","[770, 806, 461, 696, 469]",0.30769230769230765,0.3333333333333333,0.3931282549897021,0.7321035630000404,0.0009114291982235,0.6666666666666666,0.48658482513641
305,[238],[238],0.0,0.5555555555555556,0.01539090576445788,0.6205062326252166,0.0003947381998315,0.1111111111111111,0.26051276101126825
306,"[495, 854, 898]","[495, 854, 898]",0.15384615384615385,0.5555555555555556,0.019455691848906304,0.6825135812031099,0.0008155546555155,1.0,0.48227419649074516
307,"[52, 426, 428, 676, 650]","[52, 426, 428, 676, 650]",0.30769230769230765,0.0,0.0,0.8562956576527712,0.0014351857095547,0.3333333333333333,0.2994642597356824
308,"[803, 916, 876]","[803, 916, 876]",0.15384615384615385,0.1111111111111111,0.0005739687980602923,0.6064962554095915,0.0007766453465197,0.6666666666666666,0.3077388311663166
309,"[229, 891]","[229, 891]",0.07692307692307691,0.4444444444444444,0.007059357054246754,0.6278247287614763,0.0003915359222144,0.1111111111111111,0.25347254365887106
310,"[615, 533, 3, 301]","[615, 533, 3, 301]",0.23076923076923073,0.2222222222222222,0.008245722855654128,0.7568061288857173,0.0007541316152724,0.3333333333333333,0.3102753276132315
311,"[896, 678, 863]","[896, 678, 863]",0.15384615384615385,0.2222222222222222,0.026277456910871626,0.609208060424857,0.0005975650803496,0.0,0.20231077868082092
312,"[434, 744, 421, 465, 767, 894]","[434, 744, 421, 465, 767, 894]",0.38461538461538464,0.1111111111111111,0.01873612835091158,0.7345978642324458,0.0015073676885332,1.0,0.4498120976619706
313,"[179, 986, 982, 2, 73]","[179, 986, 982, 2, 73]",0.30769230769230765,0.3333333333333333,0.16761620775586983,0.7301962684127885,0.0029155273364244,0.6666666666666666,0.4411009567721932
314,[680],[680],0.0,0.4444444444444444,0.08664298003698992,0.609208060424857,0.0004077610753954,1.0,0.4280590969812582
315,"[568, 479, 327]","[568, 479, 327]",0.15384615384615385,0.4444444444444444,0.11650794233088105,0.7940781091718135,0.0006437610832045,0.3333333333333333,0.36844199662532523
316,"[972, 687]","[972, 687]",0.07692307692307691,0.5555555555555556,0.047324513954569464,0.6174211916530423,0.0007992587839876,0.4444444444444444,0.34833375650613774
317,"[212, 405, 187, 610]","[212, 405, 187, 610]",0.23076923076923073,0.3333333333333333,0.05896820686535866,0.5623755041405493,0.0010348360308564,0.2222222222222222,0.2815336994661388
318,[998],[998],0.0,0.2222222222222222,0.0028884288404040924,0.48975687439161975,0.0002414652924828,0.8888888888888888,0.320751282868627
319,"[740, 625, 343]","[740, 625, 343]",0.15384615384615385,0.1111111111111111,0.026961453097303793,0.7312440593922946,0.0009412801063289,0.1111111111111111,0.22685477771159493
320,"[604, 263, 340, 192, 840, 731, 211]","[604, 263, 340, 192, 840, 731, 211]",0.4615384615384615,0.6666666666666666,0.07393254911396475,0.6895740822260811,0.0012061167549428,0.5555555555555556,0.4894534630201459
321,"[477, 762]","[477, 762]",0.07692307692307691,0.2222222222222222,0.031948721743606245,0.6512974934218044,0.0004492213547691,0.4444444444444444,0.28536719175103087
322,"[496, 487, 431, 771, 33, 726, 54, 572, 463, 652, 122, 676, 255]","[496, 487, 431, 771, 33, 726, 54, 572, 463, 652, 122, 676, 255]",0.9230769230769231,0.2222222222222222,0.32043375579217537,0.9999999999999999,0.0040130203447685,0.3333333333333333,0.5598132468849308
323,[618],[618],0.0,0.4444444444444444,0.0297981172133746,0.5481653896599511,0.0006781136760545,0.7777777777777777,0.36003714581910956
324,"[132, 271, 663, 389, 298]","[132, 271, 663, 389, 298]",0.30769230769230765,0.5555555555555556,0.12990818458040085,0.6348832959142078,0.0022096177022164,0.8888888888888888,0.5033856465262722
325,"[931, 104]","[931, 104]",0.07692307692307691,0.3333333333333333,0.05674779924661189,0.580093792603309,0.0005690143493592,0.5555555555555556,0.32053071153237733
326,"[284, 669]","[284, 669]",0.07692307692307691,0.4444444444444444,0.050059669687137445,0.6645253628617369,0.0009747229858427,0.4444444444444444,0.336079399672168
327,"[47, 909]","[47, 909]",0.07692307692307691,0.4444444444444444,0.01951211823286058,0.780929896329524,0.0004723519654415,0.3333333333333333,0.33102857385264783
328,"[988, 56]","[988, 56]",0.07692307692307691,0.2222222222222222,0.012764058949262417,0.7030779036608601,0.0012858608834942,1.0,0.4029974523510843
329,"[51, 288, 290, 513, 515, 432]","[51, 288, 290, 513, 515, 432]",0.38461538461538464,0.4444444444444444,0.07973294771161225,0.6495580029459953,0.0015727467227839,0.4444444444444444,0.4005590448323762
330,"[373, 439, 922]","[373, 439, 922]",0.15384615384615385,0.4444444444444444,0.022780820881150833,0.5985664910261135,0.0005363312142545,0.7777777777777777,0.39948313759512805
331,"[213, 118, 777, 44, 144, 386, 370, 159]","[213, 118, 777, 44, 144, 386, 370, 159]",0.5384615384615384,0.2222222222222222,0.12115730796404722,0.6444685677435259,0.0025248373527891,0.4444444444444444,0.39415081616715564
332,"[212, 853, 713, 289]","[212, 853, 713, 289]",0.23076923076923073,0.5555555555555556,0.1782473208112512,0.5613565653857501,0.0009559571622383,0.2222222222222222,0.349630178948802
