totalexperienceyears,skill1,skill2,pdf_id,skills_1_set,skills_2_set,synergy_score,synergy_score_normalized,Network correction score,Risk score,1-Risk score,normalized experience,Candidate_score
37.0,Accounting; Air Force; Agency; Balance; Banking; budgeting; budget; Call Center; coaching; commercial loans; computer applications; Credit; Financial; Financial Statements; analysis of financial statements; firing; government; hiring; inventory; Legal; Loan Documentation; meetings; Access; Excel; Microsoft Office; office; Microsoft PowerPoint; Word; negotiating; performance appraisals; personnel; presentations; pricing; processes; research; Retail; RFP; sales; Supervisor; tax returns; Underwriter; Website; workflow; written,"Facebook; Business Facebook; Kickstarter; Website applications; Financial; Accounting; Legal; Year End Financial Statements; Check Writing Authority; inventory system; depreciation schedules; cash accounts; government regulatory agencies; Microsoft Office (Excel, Access, Word); Table of Contents; Footnotes; Executive Summary; budgeting process; Supervisory; Collections; Enforcement; performance appraisals; hiring; firing; Microsoft Office (Excel, Access, Word); Table of Contents; Footnotes; Executive Summary; Microsoft PowerPoint; RFP bidding process; Third Party Collection Agency; Credit; Indirect Underwriter; Credit Admin; Loan Review; annual budget process; financial statements; tax returns; collateral appraisals; installment loan requests; business loans; Loan Review Team; Senior Loan Committee; commercial loans; Microsoft Office (Excel, Access, Word); Loan Loss Reserves; Exceptions to Policy",298.0,"{'office', 'research', 'underwriter', 'workflow', 'supervisor', 'coaching', 'meetings', 'hiring', 'rfp', 'commercial loans', 'microsoft office', 'inventory', 'word', 'personnel', 'excel', 'access', 'pricing', 'financial', 'call center', 'legal', 'presentations', 'firing', 'computer applications', 'performance appraisals', 'financial statements', 'air force', 'website', 'budgeting', 'credit', 'analysis of financial statements', 'budget', 'balance', 'banking', 'microsoft powerpoint', 'tax returns', 'government', 'sales', 'negotiating', 'loan documentation', 'accounting', 'agency', 'processes', 'written', 'retail'}","{'check writing authority', 'exceptions to policy', 'supervisory', 'year end financial statements', 'indirect underwriter', 'collections', 'loan review team', 'hiring', 'commercial loans', 'collateral appraisals', 'executive summary', 'table of contents', 'rfp bidding process', 'kickstarter', 'financial', 'legal', 'inventory system', 'loan loss reserves', 'firing', 'business loans', 'performance appraisals', 'installment loan requests', 'depreciation schedules', 'financial statements', 'senior loan committee', 'budgeting process', 'credit', 'annual budget process', 'government regulatory agencies', 'credit admin', 'footnotes', 'business facebook', 'website applications', 'cash accounts', 'loan review', 'enforcement', 'microsoft powerpoint', 'tax returns', 'third party collection agency', 'facebook', 'accounting', 'microsoft office (excel, access, word)'}",14.67,0.190990756,0.29946426,0.406494043,0.593505957,0.234042553,0.395998384
23.0,curriculum development; educational programs; English; fundraising; funds; government; grants; instruction; lesson plans; profit; promotional material; reading; research; strategic marketing; teacher; author; Composition,"Developing quality activities and presentations; Promoting career awareness coursework; Developing strategic plans; Building community relationships; Networking; Interpersonal skills; Communication skills; Working with stakeholders; Research and development; Organizational skills; Project management; Problem solving; Multitasking; Writing grants; Raising funds; Social media; Web content; Digital communication platforms; Technology; Liaison; Coordinating activities; Developing promotional material; Maintaining organization relationships; Implementing reading programs; College and career instructional units; Literacy programs; Technology needs; Developing and maintaining relationships; Designing educational programs; Reinforcing 21st Century Skills; Analyzing data; Collaborating with colleagues; Implementing instruction; Supporting Common Core Standards; Enhancing curriculum development; Integrating instructional technology; Writing grants; Developing strategic marketing plans; Collaborating with government and non-profit organizations; Establishing an integrated work plan; Utilizing grant and fundraising opportunities; Interpreting state education and federal justice codes; Enforcing rules and regulations; Generating ideas for library purchases; Preparing course outlines; Developing lesson plans; Providing engaging learning experiences; Collaborating with team members; Planning, developing, organizing, and promoting instruction; District professional development; Teacher training",607.0,"{'teacher', 'research', 'curriculum development', 'author', 'promotional material', 'government', 'lesson plans', 'english', 'grants', 'strategic marketing', 'funds', 'profit', 'fundraising', 'educational programs', 'reading', 'composition', 'instruction'}","{'developing and maintaining relationships', 'building community relationships', 'enhancing curriculum development', 'planning, developing, organizing, and promoting instruction', 'integrating instructional technology', 'establishing an integrated work plan', 'web content', 'enforcing rules and regulations', 'technology', 'collaborating with government and non-profit organizations', 'problem solving', 'communication skills', 'reinforcing 21st century skills', 'implementing instruction', 'developing lesson plans', 'providing engaging learning experiences', 'collaborating with team members', 'district professional development', 'social media', 'technology needs', 'designing educational programs', 'analyzing data', 'liaison', 'literacy programs', 'college and career instructional units', 'raising funds', 'teacher training', 'promoting career awareness coursework', 'project management', 'digital communication platforms', 'writing grants', 'developing quality activities and presentations', 'interpersonal skills', 'implementing reading programs', 'generating ideas for library purchases', 'developing strategic plans', 'preparing course outlines', 'coordinating activities', 'supporting common core standards', 'maintaining organization relationships', 'developing promotional material', 'interpreting state education and federal justice codes', 'collaborating with colleagues', 'developing strategic marketing plans', 'research and development', 'utilizing grant and fundraising opportunities', 'networking', 'multitasking', 'organizational skills', 'working with stakeholders'}",0.0,0.0,0.170276092,0.614905037,0.385094963,0.531914894,0.395975303
25.0,clarify; CA; focus; law; Nursing; processes; scheduling; statistics; teaching,Patient-centered care; Accurately document patient conditions; BAC screen/drug screen collection; Medication administration; Acute and rehabilitative care; Wound cleaning/care; Mobility assistance; IV drug therapy management; Colostomy care; Gastroenteral nutrition education; Body mechanics; Medical clinical procedures comprehension; Specimen collection/processing proficiency; Treatment regimen monitoring; Patient teaching; Liaison between patients and physicians; Blood glucose testing; Detox and withdrawal education; Medications education; Addiction education; Recovery education; Coping skills education; Community resources education; Patient advocate; Total patient care; Team nursing; Home health care; Vent patient care; Gastrointestinal feedings; Suctioning; Family support; Tracheotomy care; Range of motion exercises; House lift system; MD appointments; Medication distribution; Wound care; MD order transcription; Patient transfer coordination; Certified Nursing Assistant supervision; Daily living activities assistance; Ambulation; Vent reconnection; Respiratory Support Unit care; Patient repositioning; Ventilator dependent patient care,908.0,"{'focus', 'statistics', 'ca', 'clarify', 'nursing', 'scheduling', 'processes', 'law', 'teaching'}","{'gastrointestinal feedings', 'suctioning', 'medication distribution', 'wound care', 'medication administration', 'acute and rehabilitative care', 'certified nursing assistant supervision', 'accurately document patient conditions', 'mobility assistance', 'addiction education', 'vent reconnection', 'coping skills education', 'patient transfer coordination', 'colostomy care', 'patient repositioning', 'medical clinical procedures comprehension', 'team nursing', 'recovery education', 'total patient care', 'body mechanics', 'ventilator dependent patient care', 'daily living activities assistance', 'specimen collection/processing proficiency', 'md order transcription', 'detox and withdrawal education', 'iv drug therapy management', 'home health care', 'bac screen/drug screen collection', 'range of motion exercises', 'medications education', 'liaison between patients and physicians', 'wound cleaning/care', 'treatment regimen monitoring', 'patient advocate', 'patient-centered care', 'md appointments', 'gastroenteral nutrition education', 'blood glucose testing', 'vent patient care', 'community resources education', 'tracheotomy care', 'house lift system', 'family support', 'ambulation', 'patient teaching', 'respiratory support unit care'}",0.0,0.0,0.251356692,0.792877787,0.207122213,0.489361702,0.393991569
38.0,Streamline; Analyst; Agency; banking; budgets; budget; Business Development; capital markets; closing; Commercial Lending; Consulting; clients; customer service; directing; direction; documentation; Financing; focus; forecasting; Leadership; Regulatory Compliance; Director; managing; marketing strategies; marketing; Market; Mergers; Mortgage Lending; mortgage loan; mortgage loan origination; network; New Product Development; Process Reengineering; processes; process improvement; producing; Project Management; quality; quality control; Recruitment; reengineering; Retail; risk analysis; Risk Assessment; risk management; sales; Seminars; shipping; Solomon; staffing; Strategic; underwriting; workflow,Project Management; Production; Streamline Operations; Loan Analysis; Risk Management; Compliance Programs; Risk Management; Quality Control; Business Development; New Market Expansion; New Product Development; Process Reengineering; Multi-Site Operations; Regulatory Compliance; Loss Mitigation; Strategic Planning; Tactical Planning; Team Recruitment; Team Leadership; Risk Assessment; Risk Analysis; Mergers; Acquisition; Sales; Operations; Underwriting; Closing; Post-Closing; Shipping; Secondary Marketing; Loan Servicing; Quality Control; Risk Analysis; Compliance; Marketing Strategies; Staffing; Budgeting; Process Improvement; New Technology Solutions; Vendor Management; Portfolio Management; Wholesale Lending; Portfolio Retention; Loan Quality; Income & Expense Management; Profitability Management; Client Development; Client Servicing; Staff Morale; Employee Turnover Management,413.0,"{'closing', 'risk assessment', 'forecasting', 'network', 'workflow', 'streamline', 'director', 'mergers', 'marketing strategies', 'process reengineering', 'mortgage loan origination', 'staffing', 'clients', 'underwriting', 'marketing', 'focus', 'business development', 'quality', 'reengineering', 'risk management', 'risk analysis', 'capital markets', 'mortgage loan', 'market', 'strategic', 'mortgage lending', 'producing', 'commercial lending', 'new product development', 'consulting', 'process improvement', 'project management', 'seminars', 'customer service', 'regulatory compliance', 'managing', 'shipping', 'budget', 'directing', 'budgets', 'leadership', 'analyst', 'documentation', 'banking', 'financing', 'sales', 'solomon', 'agency', 'processes', 'recruitment', 'direction', 'retail', 'quality control'}","{'closing', 'risk assessment', 'income & expense management', 'loan analysis', 'new technology solutions', 'mergers', 'tactical planning', 'loss mitigation', 'marketing strategies', 'staffing', 'wholesale lending', 'post-closing', 'client servicing', 'business development', 'risk management', 'risk analysis', 'vendor management', 'production', 'multi-site operations', 'secondary marketing', 'loan quality', 'streamline operations', 'new product development', 'process improvement', 'new market expansion', 'project management', 'budgeting', 'regulatory compliance', 'shipping', 'portfolio retention', 'staff morale', 'team leadership', 'operations', 'strategic planning', 'portfolio management', 'client development', 'compliance programs', 'loan servicing', 'compliance', 'profitability management', 'team recruitment', 'employee turnover management', 'sales', 'acquisition', 'underwriting', 'process reengineering', 'quality control'}",20.48,0.266631949,0.322570521,0.462056152,0.537943848,0.212765957,0.393118732
33.0,"Professional Fitness Trainer (NESTA); TRX Certified Trainer; Kettlebell Certified Trainer; Office Management; Accounting; Scheduling Appointments; Insurance Billing; Certified Massage Therapist (IPSB, Los Angeles); Computer Proficient; Creative Problem Solving; Customer Service; Customer Satisfaction",Leadership; Exceptional People Skills; Strength Training; Agility Training; Group Training; Private Training; High Performance Training; Sports Training; Weight Loss Regimens; Management Experience; Superior Customer Service Skills; Phone Skills; Product Sales; Inventory Management; Creating a Caring and Friendly Environment; Customer Relations; Customer Comfortability; Trustworthiness; Deep Tissue Massage; Sports Massage; Swedish Massage; Membership Management; Organizing; Updating; Facilitating Memberships; Phone Skills; Reservations; Customer Service; HiiT (High Intensity Interval Training); Kick Boxing; Circuit Training; Plyometrics; Aqua Fitness; Restorative Stretch; InBody Machine Administration; Body Fat Percentage Measurement; Lean Muscle Mass Measurement; Water Levels Measurement; VO2 Max Testing; RMR Testing; Beach Plyo Workout Development; Cardio Training; Plyometric Training; Endurance Training; Strength Training; Coordination Training; Geriatric Training; Balance and Gait Training; Muscle Development Training; Standing Balancing Exercises; Vision Exercises; Water Therapy; Walking; Stationary Cycling; Yoga; Pilates; Tai Chi; Basic Strength Exercises; Sports Coaching; Track and Field Coaching; Soccer Coaching; Softball Coaching; Swimming Coaching; Cross Country Coaching; Motivation; Goal Setting; Healthy Lifestyle; Celebrity Personal Training; Massage Therapy Business Ownership; Advertising; Aromatherapy; Professional Triathlete Training; Track and Field Training; Swimming Training; Cycling Training; Triathlon Training; Performance Expertise; Sponsorship Management; Restaurant Hostess Duties; Table Setting; Phone Answering; Reservation Taking; Food Tasting; Guest Seating; Confidence; Poise; Positive Attitude; Food Service Knowledge; Membership Sales; Membership Management; Member Communication; Meeting with Members; Providing Excellent Member Experience,334.0,"{'customer satisfaction', 'certified massage therapist (ipsb, los angeles)', 'computer proficient', 'professional fitness trainer (nesta)', 'insurance billing', 'customer service', 'trx certified trainer', 'accounting', 'creative problem solving', 'scheduling appointments', 'kettlebell certified trainer', 'office management'}","{'endurance training', 'group training', 'meeting with members', 'muscle development training', 'triathlon training', 'vision exercises', 'pilates', 'goal setting', 'swimming training', 'cardio training', 'standing balancing exercises', 'kick boxing', 'inventory management', 'aqua fitness', 'stationary cycling', 'phone skills', 'yoga', 'creating a caring and friendly environment', 'inbody machine administration', 'body fat percentage measurement', 'high performance training', 'hiit (high intensity interval training)', 'motivation', 'basic strength exercises', 'professional triathlete training', 'aromatherapy', 'customer comfortability', 'healthy lifestyle', 'massage therapy business ownership', 'advertising', 'trustworthiness', 'providing excellent member experience', 'performance expertise', 'reservation taking', 'tai chi', 'member communication', 'cross country coaching', 'superior customer service skills', 'exceptional people skills', 'organizing', 'table setting', 'coordination training', 'restorative stretch', 'facilitating memberships', 'product sales', 'guest seating', 'sports coaching', 'soccer coaching', 'water therapy', 'reservations', 'restaurant hostess duties', 'private training', 'membership management', 'swedish massage', 'celebrity personal training', 'water levels measurement', 'beach plyo workout development', 'customer relations', 'walking', 'food service knowledge', 'sports massage', 'poise', 'membership sales', 'circuit training', 'sports training', 'track and field training', 'agility training', 'food tasting', 'sponsorship management', 'swimming coaching', 'updating', 'confidence', 'weight loss regimens', 'plyometrics', 'cycling training', 'geriatric training', 'vo2 max testing', 'rmr testing', 'plyometric training', 'positive attitude', 'phone answering', 'customer service', 'management experience', 'balance and gait training', 'track and field coaching', 'leadership', 'lean muscle mass measurement', 'softball coaching', 'deep tissue massage', 'strength training'}",0.99,0.012888947,0.248299764,0.4697564,0.5302436,0.319148936,0.391344076
37.0,"Team leadership experience; Excellent interpersonal, HR and administrative skills; Data management skills; Intermediate experience with MicroSoft Office programs; Strong verbal communication skills; Motivated team member, who understands the value of providing accurate, professional, analysis; Adept at client needs assessment and admin support; administrative skills; admin support; benefits; benefits administration; interpersonal; credit; client; hiring; HR; Insurance; interpretation; Excel; MicroSoft Office programs; PowerPoint; MSWord; processes; Radiology; recruiting; recruitment; staffing",Client development; Needs assessments; Clinical staffing; Recruitment; Marketing; Employee life cycle process; Candidate tracking; Personnel policies and procedures; Exit interviews; Job recruitment fairs; New employee orientation; Applicant screening; Affirmative action; Union contract interpretation; Employee handbook; Benefits administration; Open Enrollment Communications,13.0,"{'administrative skills', 'adept at client needs assessment and admin support', 'admin support', 'staffing', 'intermediate experience with microsoft office programs', 'benefits administration', 'interpretation', 'hiring', 'recruiting', 'insurance', 'hr', 'excel', 'microsoft office programs', 'powerpoint', 'benefits', 'team leadership experience', 'credit', 'excellent interpersonal, hr and administrative skills', 'data management skills', 'strong verbal communication skills', 'msword', 'client', 'interpersonal', 'motivated team member, who understands the value of providing accurate, professional, analysis', 'radiology', 'processes', 'recruitment'}","{'employee handbook', 'marketing', 'candidate tracking', 'new employee orientation', 'job recruitment fairs', 'union contract interpretation', 'applicant screening', 'clinical staffing', 'personnel policies and procedures', 'employee life cycle process', 'open enrollment communications', 'exit interviews', 'needs assessments', 'affirmative action', 'recruitment', 'client development', 'benefits administration'}",4.76,0.061971098,0.337499616,0.579397193,0.420602807,0.234042553,0.390118676
35.0,ACCOUNTING; Accountancy; computerized accounting; Trial Balance; Balance Sheet; Bank reconciliation; Budgets; Budget; Cash Flow; competitive; Computer training; DBASE; Finance; Financial; financial reports; Foreign Exchange; General Ledger; IDS; INFORMIX 4GL; insurance; Internal Audit; Ledger; LOTUS; managing; market; Marketing; MS-OFFICE; MIS; MSDOS; Payroll; PERSONNEL; Profit; quality; Sales; Sun; Tax; TAXES; UNIX; WORDSTAR,Finance Management; Financial Reporting; Budgeting; Financial Analysis; Cash Flow Management; Inventory Management; Sales and Marketing; Insurance; Auditing; Taxation; Payroll; Personnel Management; Computerized Accounting; Communication; Leadership; Problem-Solving; Teamwork; Adaptability; Time Management; Decision-Making; Negotiation; Relationship Building,261.0,"{'lotus', 'accountancy', 'msdos', 'ids', 'cash flow', 'informix 4gl', 'competitive', 'dbase', 'financial reports', 'personnel', 'finance', 'marketing', 'wordstar', 'insurance', 'computerized accounting', 'quality', 'unix', 'financial', 'market', 'foreign exchange', 'tax', 'trial balance', 'internal audit', 'managing', 'ms-office', 'general ledger', 'budget', 'budgets', 'bank reconciliation', 'ledger', 'mis', 'sun', 'computer training', 'balance sheet', 'sales', 'accounting', 'profit', 'taxes', 'payroll'}","{'financial reporting', 'negotiation', 'sales and marketing', 'auditing', 'personnel management', 'insurance', 'computerized accounting', 'taxation', 'inventory management', 'cash flow management', 'decision-making', 'communication', 'time management', 'relationship building', 'budgeting', 'teamwork', 'leadership', 'finance management', 'problem-solving', 'financial analysis', 'payroll', 'adaptability'}",5.17,0.067308944,0.259494505,0.443526602,0.556473398,0.276595745,0.38881484
33.0,ADP payroll; Attorney; benefits; billing; billings; Ceridian; charts; coaching; competitive; contract negotiations; counseling; employee relations; features; forms; HRIS; HR; insurance; law; management reporting; office; organizational; Payroll; performance reviews; personnel; policies; power supply; proposal; recruiting; recruitment; research; Safety; staffing; vision,"cryogenic reciprocating and centrifugal pumps; turbo-expanders; weekly payroll; recruiting efforts; engineering; operations; new hire orientation; temporary and contract to hire labor; personnel transactions; employee relations issues; wage surveys; job descriptions; org charts; HR metrics; safety programs; Wellness Program Coordinator; medical device manufacturer; medical, dental, vision, 401(k), flexible spending, life, LTD, workers compensation and liability insurance plans; benefit audits; personnel transactions; FMLA/CFRA leaves of absence; time off; performance reviews; counseling; coaching; disciplinary actions; terminations; Paychex; ADP payroll systems; employee relations issues; policies, procedures and benefits; federal and state labor laws; safety committee; safety programs; recruiting strategies; internet job openings; recruiting firms; interviews; pre-employment reference and background checks; employment verifications; temporary and contract to hire labor; policies and procedures; labor law issues; employee forms; employee handbook; safety manual; wage survey; annual performance evaluations; job descriptions; unionized power supply manufacturing company; annual salary proposal; salary surveys; job descriptions; organizational charts; salary plan; bargaining unit agreement; employee benefit programs; COBRA; hourly and salaried and salaried retirement plans; Union hourly retirement plan; Corporate pension office; retiree medical plan; Affirmative Action Plan; EEO reports; employment, job, compensation, benefit, training and attendance records; Ceridian Payroll/HRIS system; payroll/HR conversions; manpower, benefits, turnover, salary and other requested reports; hourly attendance; overtime, attendance and awards programs; corporate policy; bargaining unit contract; contract negotiations; LOA; COBRA management administration; Safety, security, workers compensation, employee relations, recruitment, facility management",235.0,"{'office', 'recruitment', 'research', 'policies', 'forms', 'coaching', 'staffing', 'competitive', 'counseling', 'ceridian', 'billings', 'recruiting', 'personnel', 'attorney', 'insurance', 'payroll', 'hr', 'adp payroll', 'performance reviews', 'benefits', 'vision', 'employee relations', 'billing', 'organizational', 'power supply', 'contract negotiations', 'charts', 'management reporting', 'safety', 'proposal', 'features', 'hris', 'law'}","{'employee handbook', 'bargaining unit contract', 'manpower, benefits, turnover, salary and other requested reports', 'hr metrics', 'disciplinary actions', 'terminations', 'engineering', 'employment verifications', 'safety manual', 'employee relations issues', 'safety programs', 'annual salary proposal', 'ceridian payroll/hris system', 'fmla/cfra leaves of absence', 'coaching', 'employment, job, compensation, benefit, training and attendance records', 'counseling', 'cobra', 'unionized power supply manufacturing company', 'payroll/hr conversions', 'salary plan', 'benefit audits', 'performance reviews', 'policies and procedures', 'bargaining unit agreement', 'hourly and salaried and salaried retirement plans', 'adp payroll systems', 'salary surveys', 'recruiting efforts', 'time off', 'annual performance evaluations', 'retiree medical plan', 'interviews', 'cobra management administration', 'overtime, attendance and awards programs', 'turbo-expanders', 'safety committee', 'paychex', 'pre-employment reference and background checks', 'recruiting strategies', 'policies, procedures and benefits', 'wellness program coordinator', 'labor law issues', 'loa', 'medical, dental, vision, 401(k), flexible spending, life, ltd, workers compensation and liability insurance plans', 'contract negotiations', 'organizational charts', 'org charts', 'internet job openings', 'union hourly retirement plan', 'cryogenic reciprocating and centrifugal pumps', 'corporate policy', 'federal and state labor laws', 'wage survey', 'operations', 'recruiting firms', 'temporary and contract to hire labor', 'job descriptions', 'new hire orientation', 'employee forms', 'wage surveys', 'weekly payroll', 'safety, security, workers compensation, employee relations, recruitment, facility management', 'eeo reports', 'employee benefit programs', 'medical device manufacturer', 'affirmative action plan', 'personnel transactions', 'corporate pension office', 'hourly attendance'}",4.04,0.052597318,0.226668972,0.459098148,0.540901852,0.319148936,0.385920664
29.0,Aviation; Calibration; Documentation; Maintenance; Accountability For; Assembly; Avionics; Blueprints; Budgets; Electrical Systems; Engines; Hazardous Waste; Hydraulics; Internal Controls; Quality Assurance; Scheduling; Schematics; Sequencing; Technical Publications; Training; Turbine; Aircraft Maintenance; Audits; Aviation Maintenance; General Aviation; Logistics; Quality Control; Solutions; Testing; Excel; Ms Office; Operations; Osha 30; Outlook; Powerpoint; Security; Word; Associate,"Technical Proficiencies; MS Office; Excel; Outlook; PowerPoint; Word; Quality-focused manager; driving maintenance programs; projects; operations; fleets of fixed and rotor-wing aircraft; top performance; technical; administrative; leadership; communication skills; motivating; directing teams; production schedules; goals; fast-tempo environments; shifting priorities; requirements; Current SECRET security clearance; Orchestrate aircraft maintenance activity; 12 work centers; supervising 200+ technicians; testing; troubleshooting; upkeep of aircraft and engine subsystems; fixed and rotor-wing models; Direct organizational-level and intermediate-level maintenance programs; implement policies; improve processes; technical supervision; management control of programs; aircraft maintenance activities; Drive production quality control; administrative audits; collect; analyze; interpret test data; senior leadership; improving operational efficiency; performance; Established schedules; organized workloads; led multi-functional team; aggressive production timelines; Completed 2,200 maintenance actions; seven H-60R/S helicopters; three P-8A; two E-2D aircraft; peak airworthiness; operational readiness; Supervised all aspects of maintenance; calibration; repair; replacement of damaged or unserviceable parts; components; assemblies; Overcame lack of available resources; manufacturing parts in-house; ensuring compliance with stringent specifications; tolerances; quality standards; Steered development of logistics plans; documentation for implementing and sustaining P-8A logistics programs; Conducted comprehensive evaluation of maintenance concept and tasks; logistics resources; current policies and processes; Isolated supportability / depot issues; P-8A program; devised sound solutions; alternatives; recommendations for achieving program objectives; Skillfully performed scheduled / unscheduled and preventative maintenance; variety of aircraft models; led troubleshooting; removal; repair; modification; calibration; assembly; quality assurance of mechanical and electrical systems; subsystems; airframes; power plants; engines; hydraulics; avionics; associated support equipment (SE); Coordinated with technicians from multiple shops; drive work sequencing; scheduling; priority changes; adapted procedures; resources to resolve problems; equipment failures; material delays; labor shortages; Trained employees; inspected finished work; ensure adherence with quality standards; documented maintenance activity; submitted reports on schedule; Demonstrated exceptional skill; diagnosing; isolating; correcting technical problems; executing repairs and replacements; minimize aircraft downtime; Interpreted and utilized maintenance instruction manuals; blueprints; schematics; technical publications; conjunction with variety of test equipment; mechanical rpm test sets; engine; propeller; turbine Vibration Analysis Test Set (VATS); Provided accountability for budgets; materials; inventories; documentation; ensured all internal controls were in place; complied with; ensure transparency; Enforced foreign object damage (FOD); hazardous waste; tool control programs; Drew upon strong training and performance evaluation skills; coached; mentored; guided junior mechanics; earn critical qualifications; meet performance standards; Bachelor of Science; Technical Management; Occupational Safety and Health; Associate of Science; Aviation Technology; Healthy Technology; Aviation Maintenance & Production Manager; Aviation Mechanic",760.0,"{'ms office', 'avionics', 'schematics', 'quality assurance', 'word', 'outlook', 'excel', 'powerpoint', 'assembly', 'accountability for', 'sequencing', 'security', 'hazardous waste', 'engines', 'osha 30', 'turbine', 'aircraft maintenance', 'solutions', 'budgets', 'logistics', 'internal controls', 'electrical systems', 'testing', 'operations', 'associate', 'audits', 'documentation', 'blueprints', 'aviation', 'hydraulics', 'technical publications', 'aviation maintenance', 'training', 'maintenance', 'general aviation', 'calibration', 'scheduling', 'quality control'}","{'devised sound solutions', 'recommendations for achieving program objectives', 'supervised all aspects of maintenance', 'coordinated with technicians from multiple shops', 'drew upon strong training and performance evaluation skills', 'overcame lack of available resources', 'motivating', 'upkeep of aircraft and engine subsystems', 'improving operational efficiency', 'driving maintenance programs', 'word', 'documentation for implementing and sustaining p-8a logistics programs', 'adapted procedures', 'technical', 'led troubleshooting', 'ensuring compliance with stringent specifications', 'aggressive production timelines', 'enforced foreign object damage (fod)', 'technical management', 'aviation mechanic', 'aircraft maintenance activities', 'improve processes', 'operations', 'fixed and rotor-wing models', 'airframes', 'trained employees', 'quality-focused manager', 'technical publications', 'ensure adherence with quality standards', 'projects', 'analyze', 'top performance', 'supervising 200+ technicians', 'scheduling', 'mentored', 'completed 2,200 maintenance actions', 'peak airworthiness', 'ensure transparency', 'interpreted and utilized maintenance instruction manuals', 'seven h-60r/s helicopters', 'tolerances', 'organized workloads', 'correcting technical problems', 'current secret security clearance', 'complied with', 'meet performance standards', 'modification', 'operational readiness', 'shifting priorities', 'communication skills', 'labor shortages', 'conducted comprehensive evaluation of maintenance concept and tasks', 'skillfully performed scheduled / unscheduled and preventative maintenance', 'engines', 'isolating', 'management control of programs', 'aviation technology', 'inspected finished work', 'associated support equipment (se)', 'components', 'two e-2d aircraft', 'production schedules', 'turbine vibration analysis test set (vats)', 'removal', 'healthy technology', 'variety of aircraft models', 'alternatives', 'executing repairs and replacements', 'minimize aircraft downtime', 'provided accountability for budgets', 'mechanical rpm test sets', 'steered development of logistics plans', 'associate of science', 'quality assurance of mechanical and electrical systems', 'technical proficiencies', 'excel', 'earn critical qualifications', '12 work centers', 'powerpoint', 'administrative audits', 'conjunction with variety of test equipment', 'hazardous waste', 'bachelor of science', 'inventories', 'quality standards', 'demonstrated exceptional skill', 'led multi-functional team', 'requirements', 'orchestrate aircraft maintenance activity', 'administrative', 'testing', 'tool control programs', 'assemblies', 'interpret test data', 'hydraulics', 'replacement of damaged or unserviceable parts', 'documented maintenance activity', 'aviation maintenance & production manager', 'logistics resources', 'p-8a program', 'ms office', 'subsystems', 'senior leadership', 'avionics', 'collect', 'material delays', 'schematics', 'equipment failures', 'repair', 'isolated supportability / depot issues', 'outlook', 'troubleshooting', 'guided junior mechanics', 'assembly', 'performance', 'propeller', 'priority changes', 'drive production quality control', 'diagnosing', 'direct organizational-level and intermediate-level maintenance programs', 'implement policies', 'fleets of fixed and rotor-wing aircraft', 'power plants', 'engine', 'materials', 'ensured all internal controls were in place', 'established schedules', 'submitted reports on schedule', 'leadership', 'occupational safety and health', 'manufacturing parts in-house', 'fast-tempo environments', 'documentation', 'blueprints', 'three p-8a', 'coached', 'technical supervision', 'drive work sequencing', 'goals', 'calibration', 'directing teams', 'current policies and processes', 'resources to resolve problems'}",11.04,0.143731285,0.216901556,0.610935473,0.389064527,0.404255319,0.384827983
37.0,Liaison; Security; Training; Budget; Collections; Credit; Increase; Marketing; Video Teleconferencing; Cases; Instructor; Administrative Support; Compressors; Control Systems; Fire Control; Generators; Industrial Machinery; Interior Renovations; Maintenance; Preventive Maintenance; Operations; Budget Management; Logistics; Logistics Management,Problem Resolution; Budget; Self-starter; Microsoft Office; Collaboration and Coordination; QuickBooks; Service Orientation; Spreadsheets; Grant Writing; Strategic Planning; Budgeting; Contract Management; Volunteer Management; Event Planning; Public Speaking; Communications; Emergency Management; Force Protection; Antiterrorism; Shipboard Operations; Navigation; Maritime Law Enforcement; Combat Readiness; Training and Instruction,432.0,"{'video teleconferencing', 'cases', 'collections', 'industrial machinery', 'marketing', 'security', 'instructor', 'liaison', 'preventive maintenance', 'logistics management', 'budget management', 'fire control', 'credit', 'budget', 'logistics', 'interior renovations', 'operations', 'generators', 'administrative support', 'compressors', 'control systems', 'training', 'maintenance', 'increase'}","{'maritime law enforcement', 'event planning', 'contract management', 'training and instruction', 'service orientation', 'force protection', 'shipboard operations', 'microsoft office', 'antiterrorism', 'volunteer management', 'emergency management', 'problem resolution', 'collaboration and coordination', 'budgeting', 'self-starter', 'spreadsheets', 'budget', 'strategic planning', 'public speaking', 'communications', 'navigation', 'combat readiness', 'quickbooks', 'grant writing'}",2.13,0.027730764,0.235025566,0.332243128,0.667756872,0.234042553,0.384091868
